index_id_intake,animal_id_intake,datetime_intake,monthyear_intake,found_location,intake_type,intake_condition,animal_type_intake,sex_upon_intake,age_upon_intake,breed_intake,color_intake,Age_Upon_Intake(days),Age_Upon_Intake(years),age_range_intake,intake_month,intake_year,intake_weekday,intake_hour,intake_frequency,order_of_intake,breed_intake_subtype,breed_contains_pitbull,sex_upon_intake_subtype,time_in_shelter,days_in_shelter
4667,A844230,2021-11-05 10:18:00,Nov-21,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull,White/Brown,365,1,"(-0.001, 2.5]",11,2021,Friday,10,2,2,Purebreed,Y,Male,306 days 14:16:47.648944,306
23128,A847071,2021-11-24 12:04:00,Nov-21,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Mastiff Mix,Tan/White,1095,3,"(2.5, 5.0]",11,2021,Wednesday,12,1,1,Mix,N,Male,287 days 11:30:47.648944,287
41592,A844891,2021-10-22 09:41:00,Oct-21,8415 Tyhurst in Austin (TX),Stray,Injured,Cat,Neutered Male,3 years,Domestic Shorthair,Black,1095,3,"(2.5, 5.0]",10,2021,Friday,9,1,1,Purebreed,N,Male,320 days 14:53:47.648944,320
116333,A845163,2022-08-04 11:01:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Tricolor,730,2,"(-0.001, 2.5]",8,2022,Thursday,11,2,2,Mix,N,Female,34 days 13:33:47.648944,34
22944,A846230,2021-11-12 08:52:00,Nov-21,5501 Ross Rd in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,Brown Brindle,730,2,"(-0.001, 2.5]",11,2021,Friday,8,1,1,Purebreed,Y,Male,299 days 14:42:47.648944,299
70462,A846013,2022-02-15 11:10:00,Feb-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull,Black/White,365,1,"(-0.001, 2.5]",2,2022,Tuesday,11,2,2,Purebreed,Y,Male,204 days 12:24:47.648944,204
37775,A845576,2021-11-01 18:38:00,Nov-21,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Black,730,2,"(-0.001, 2.5]",11,2021,Monday,18,1,1,Mix,N,Male,310 days 05:56:47.648944,310
47337,A848400,2022-08-11 14:54:00,Aug-22,1105 Dexford in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Bullmastiff/Labrador Retriever,White/Brown,365,1,"(-0.001, 2.5]",8,2022,Thursday,14,1,1,Purebreed,N,Male,27 days 09:40:47.648944,27
97924,A847088,2021-11-24 14:48:00,Nov-21,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull,Tan/White,1095,3,"(2.5, 5.0]",11,2021,Wednesday,14,1,1,Purebreed,Y,Male,287 days 08:46:47.648944,287
28191,A847789,2022-04-20 14:00:00,Apr-22,9219 Anderson Mill Rd in Austin (TX),Abandoned,Injured,Dog,Neutered Male,6 months,Pit Bull/Australian Cattle Dog,Black/White,186,0.51,"(-0.001, 2.5]",4,2022,Wednesday,14,2,2,Purebreed,Y,Male,140 days 10:34:47.648944,140
56188,A848025,2021-12-13 13:18:00,Dec-21,Austin (TX),Abandoned,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Brown Brindle/White,365,1,"(-0.001, 2.5]",12,2021,Monday,13,1,1,Mix,Y,Male,268 days 10:16:47.648944,268
95347,A848272,2022-03-29 13:13:00,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Pit Bull,Black/White,1825,5,"(2.5, 5.0]",3,2022,Tuesday,13,2,2,Purebreed,Y,Male,162 days 11:21:47.648944,162
85603,A848916,2021-12-29 17:06:00,Dec-21,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Male,2 years,Plott Hound,Brown Tiger/White,730,2,"(-0.001, 2.5]",12,2021,Wednesday,17,1,1,Purebreed,N,Male,252 days 06:28:47.648944,252
141229,A849267,2022-01-04 15:32:00,Jan-22,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Pit Bull Mix,White/Brown,1460,4,"(2.5, 5.0]",1,2022,Tuesday,15,1,1,Mix,Y,Female,246 days 08:02:47.648944,246
143550,A849296,2022-08-29 13:34:00,Aug-22,Outside Jurisdiction,Owner Surrender,Normal,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Orange Tabby/White,279,0.76,"(-0.001, 2.5]",8,2022,Monday,13,2,2,Mix,N,Male,9 days 11:00:47.648944,9
83040,A846654,2022-07-20 13:42:00,Jul-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,7 years,Akita Mix,Tan,2555,7,"(5.0, 7.5]",7,2022,Wednesday,13,4,4,Mix,N,Male,49 days 10:52:47.648944,49
2713,A847197,2022-04-11 08:13:00,Apr-22,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black,365,1,"(-0.001, 2.5]",4,2022,Monday,8,2,2,Mix,N,Male,149 days 16:21:47.648944,149
51359,A847430,2021-12-02 09:48:00,Dec-21,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Pit Bull,Brown Brindle/White,1460,4,"(2.5, 5.0]",12,2021,Thursday,9,1,1,Purebreed,Y,Female,279 days 13:46:47.648944,279
129644,A847446,2021-12-02 12:47:00,Dec-21,3101 Edgedale Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,6 years,Pit Bull Mix,Brown Brindle/White,2190,6,"(5.0, 7.5]",12,2021,Thursday,12,1,1,Mix,Y,Male,279 days 10:47:47.648944,279
66101,A847898,2022-03-10 16:37:00,Mar-22,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7 years,Domestic Shorthair,Black,2555,7,"(5.0, 7.5]",3,2022,Thursday,16,2,2,Purebreed,N,Female,181 days 06:57:47.648944,181
61088,A848077,2022-04-01 15:58:00,Apr-22,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White,730,2,"(-0.001, 2.5]",4,2022,Friday,15,2,2,Purebreed,N,Male,159 days 08:36:47.648944,159
11761,A848085,2022-05-06 15:20:00,May-22,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White,365,1,"(-0.001, 2.5]",5,2022,Friday,15,2,2,Mix,Y,Male,124 days 09:14:47.648944,124
61329,A848359,2022-03-11 10:39:00,Mar-22,7905 Tisdale Drive Unit A in Austin (TX),Stray,Injured,Cat,Neutered Male,3 years,Domestic Shorthair,Brown/White,1095,3,"(2.5, 5.0]",3,2022,Friday,10,1,1,Purebreed,N,Male,180 days 12:55:47.648944,180
69448,A848571,2021-12-23 08:24:00,Dec-21,124 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Dogo Argentino Mix,White/Black,1095,3,"(2.5, 5.0]",12,2021,Thursday,8,1,1,Mix,N,Female,258 days 15:10:47.648944,258
46566,A848715,2022-06-30 12:47:00,Jun-22,11904 Indianhead Drive in Austin (TX),Stray,Normal,Dog,Intact Female,6 years,Pit Bull,Gray,2190,6,"(5.0, 7.5]",6,2022,Thursday,12,1,1,Purebreed,Y,Female,69 days 11:47:47.648944,69
31396,A848817,2021-12-28 17:56:00,Dec-21,2300 Oracle Way in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Brown Brindle,730,2,"(-0.001, 2.5]",12,2021,Tuesday,17,1,1,Purebreed,Y,Male,253 days 05:38:47.648944,253
63032,A848968,2022-02-26 10:07:00,Feb-22,5206 Regancy Cove in Austin (TX),Owner Surrender,Behavior,Dog,Neutered Male,1 year,Pit Bull,Black/White,365,1,"(-0.001, 2.5]",2,2022,Saturday,10,2,2,Purebreed,Y,Male,193 days 13:27:47.648944,193
59470,A849011,2021-12-31 13:05:00,Dec-21,13624 Theodore Roosevelt Street in Manor (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,730,2,"(-0.001, 2.5]",12,2021,Friday,13,1,1,Mix,Y,Male,250 days 10:29:47.648944,250
17493,A849312,2022-01-05 15:30:00,Jan-22,3412 Duke Rd in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Brown Brindle/White,730,2,"(-0.001, 2.5]",1,2022,Wednesday,15,1,1,Purebreed,Y,Female,245 days 08:04:47.648944,245
12780,A849488,2022-01-08 15:46:00,Jan-22,9722 Bock Road in Mustang Ridge (TX),Stray,Normal,Dog,Intact Male,2 years,American Bulldog/Boxer,White/Black,730,2,"(-0.001, 2.5]",1,2022,Saturday,15,1,1,Purebreed,N,Male,242 days 07:48:47.648944,242
88369,A849659,2022-01-11 15:13:00,Jan-22,Nesting Way And South Pleasant Valley in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black/White,1825,5,"(2.5, 5.0]",1,2022,Tuesday,15,1,1,Mix,N,Male,239 days 08:21:47.648944,239
63645,A849975,2022-01-16 15:16:00,Jan-22,18008 Manda Carlson Road in Travis (TX),Owner Surrender,Injured,Dog,Intact Male,3 years,Pit Bull,Tan/White,1095,3,"(2.5, 5.0]",1,2022,Sunday,15,1,1,Purebreed,Y,Male,234 days 08:18:47.648944,234
110343,A849979,2022-01-16 17:24:00,Jan-22,6201 Quinn Luke Trl in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Tan/Tan,365,1,"(-0.001, 2.5]",1,2022,Sunday,17,1,1,Purebreed,Y,Male,234 days 06:10:47.648944,234
54548,A849685,2022-01-12 10:02:00,Jan-22,1214 Bonnie Brae in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Black/White,365,1,"(-0.001, 2.5]",1,2022,Wednesday,10,1,1,Mix,Y,Male,238 days 13:32:47.648944,238
129825,A849698,2022-02-01 10:28:00,Feb-22,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,10 months,Pit Bull,Chocolate,310,0.85,"(-0.001, 2.5]",2,2022,Tuesday,10,2,2,Purebreed,Y,Female,218 days 13:06:47.648944,218
143716,A850020,2022-08-31 12:24:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White,365,1,"(-0.001, 2.5]",8,2022,Wednesday,12,3,3,Mix,Y,Male,7 days 12:10:47.648944,7
6280,A850881,2022-02-01 17:20:00,Feb-22,10809 Pecan Park Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Brown Tabby,21,0.06,"(-0.001, 2.5]",2,2022,Tuesday,17,1,1,Purebreed,N,Female,218 days 06:14:47.648944,218
136081,A850740,2022-01-31 09:16:00,Jan-22,12401 Scofield Farms Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Pit Bull,Brown/White,365,1,"(-0.001, 2.5]",1,2022,Monday,9,1,1,Purebreed,Y,Male,219 days 14:18:47.648944,219
16141,A850937,2022-03-17 11:28:00,Mar-22,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black,2555,7,"(5.0, 7.5]",3,2022,Thursday,11,2,2,Mix,N,Male,174 days 13:06:47.648944,174
99451,A851106,2022-02-09 13:31:00,Feb-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Pit Bull,Blue/White,730,2,"(-0.001, 2.5]",2,2022,Wednesday,13,1,1,Purebreed,Y,Female,210 days 10:03:47.648944,210
104401,A851115,2022-02-07 00:17:00,Feb-22,14300 Dessau in Travis (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Black/White,1095,3,"(2.5, 5.0]",2,2022,Monday,0,1,1,Mix,Y,Male,212 days 23:17:47.648944,212
124606,A851029,2022-02-04 14:39:00,Feb-22,1410 Fort Branch Blvd in Austin (TX),Stray,Injured,Cat,Intact Female,1 year,Siamese,Lynx Point,365,1,"(-0.001, 2.5]",2,2022,Friday,14,1,1,Purebreed,N,Female,215 days 08:55:47.648944,215
59865,A851208,2022-02-08 15:36:00,Feb-22,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Pit Bull Mix,Fawn/White,1460,4,"(2.5, 5.0]",2,2022,Tuesday,15,1,1,Mix,Y,Female,211 days 07:58:47.648944,211
59044,A851723,2022-02-18 15:13:00,Feb-22,2906 E Martin Luther King Jr Blvd in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pointer Mix,Tricolor,730,2,"(-0.001, 2.5]",2,2022,Friday,15,1,1,Mix,N,Male,201 days 08:21:47.648944,201
111296,A851221,2022-02-08 17:40:00,Feb-22,5910 Johnny Morris Road in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,365,1,"(-0.001, 2.5]",2,2022,Tuesday,17,1,1,Mix,N,Male,211 days 05:54:47.648944,211
136286,A851358,2022-08-02 11:42:00,Aug-22,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Neutered Male,9 months,Labrador Retriever,Black/White,279,0.76,"(-0.001, 2.5]",8,2022,Tuesday,11,2,2,Purebreed,N,Male,36 days 12:52:47.648944,36
106091,A851142,2022-02-07 12:46:00,Feb-22,12813 Wood Lily Trail in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black/White,730,2,"(-0.001, 2.5]",2,2022,Monday,12,1,1,Mix,Y,Male,212 days 10:48:47.648944,212
62738,A851526,2022-02-14 11:59:00,Feb-22,12001 Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Tan/White,1095,3,"(2.5, 5.0]",2,2022,Monday,11,1,1,Mix,Y,Male,205 days 11:35:47.648944,205
16220,A851926,2022-03-29 16:01:00,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White,1095,3,"(2.5, 5.0]",3,2022,Tuesday,16,2,2,Mix,Y,Male,162 days 08:33:47.648944,162
128205,A851936,2022-02-21 18:52:00,Feb-22,Airport And Gunter St in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull,Brown/Brown,365,1,"(-0.001, 2.5]",2,2022,Monday,18,1,1,Purebreed,Y,Female,198 days 04:42:47.648944,198
118585,A852094,2022-07-26 12:02:00,Jul-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,10 months,Australian Cattle Dog Mix,White/Black,310,0.85,"(-0.001, 2.5]",7,2022,Tuesday,12,1,1,Mix,N,Male,43 days 12:32:47.648944,43
94961,A852766,2022-03-07 12:01:00,Mar-22,1720 Wells Branch Pkwy in Travis (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,Tan/White,730,2,"(-0.001, 2.5]",3,2022,Monday,12,1,1,Purebreed,Y,Male,184 days 11:33:47.648944,184
138661,A852300,2022-03-01 12:21:00,Mar-22,Stassney And Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White,730,2,"(-0.001, 2.5]",3,2022,Tuesday,12,1,1,Mix,Y,Male,190 days 11:13:47.648944,190
134590,A852455,2022-03-03 11:25:00,Mar-22,9024 Northgate in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,Black/White,730,2,"(-0.001, 2.5]",3,2022,Thursday,11,1,1,Purebreed,Y,Male,188 days 12:09:47.648944,188
28294,A852481,2022-03-03 16:07:00,Mar-22,13711 Abraham Lincoln in Travis (TX),Stray,Normal,Dog,Spayed Female,6 years,German Shepherd/Cardigan Welsh Corgi,Brown Brindle/Brown,2190,6,"(5.0, 7.5]",3,2022,Thursday,16,1,1,Purebreed,N,Female,188 days 07:27:47.648944,188
21390,A852491,2022-03-03 17:20:00,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Black Mouth Cur Mix,Brown,1460,4,"(2.5, 5.0]",3,2022,Thursday,17,1,1,Mix,N,Male,188 days 06:14:47.648944,188
8350,A852214,2022-02-28 10:25:00,Feb-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Brown Brindle/White,365,1,"(-0.001, 2.5]",2,2022,Monday,10,1,1,Mix,Y,Male,191 days 13:09:47.648944,191
82986,A852776,2022-06-24 11:49:00,Jun-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,White/Black,365,1,"(-0.001, 2.5]",6,2022,Friday,11,2,2,Mix,Y,Male,75 days 12:45:47.648944,75
15512,A852894,2022-03-09 11:58:00,Mar-22,Loyola And 183 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White,730,2,"(-0.001, 2.5]",3,2022,Wednesday,11,1,1,Mix,Y,Female,182 days 11:36:47.648944,182
137182,A852908,2022-08-11 11:04:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 months,Bull Terrier Mix,Chocolate/White,279,0.76,"(-0.001, 2.5]",8,2022,Thursday,11,4,4,Mix,N,Female,27 days 13:30:47.648944,27
51466,A852953,2022-03-10 11:55:00,Mar-22,Long Bow And Sherwood in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Black/White,730,2,"(-0.001, 2.5]",3,2022,Thursday,11,1,1,Purebreed,Y,Male,181 days 11:39:47.648944,181
49481,A853313,2022-03-16 15:21:00,Mar-22,2510 Onion Creek Parkway in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,American Staffordshire Terrier Mix,Chocolate/White,1825,5,"(2.5, 5.0]",3,2022,Wednesday,15,1,1,Mix,N,Female,175 days 09:13:47.648944,175
132369,A853563,2022-03-20 14:08:00,Mar-22,9345 E Highway 290 in Austin (TX),Stray,Injured,Dog,Intact Male,3 years,Pit Bull,Gray/White,1095,3,"(2.5, 5.0]",3,2022,Sunday,14,1,1,Purebreed,Y,Male,171 days 10:26:47.648944,171
142970,A853632,2022-03-22 10:29:00,Mar-22,53Rd Street in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Pit Bull,Blue,2920,8,"(7.5, 10.0]",3,2022,Tuesday,10,1,1,Purebreed,Y,Male,169 days 14:05:47.648944,169
32872,A853635,2022-03-22 10:44:00,Mar-22,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Medium Hair Mix,White/Black,730,2,"(-0.001, 2.5]",3,2022,Tuesday,10,1,1,Mix,N,Female,169 days 13:50:47.648944,169
143464,A853027,2022-03-11 11:59:00,Mar-22,908 Neal Street in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Great Dane,Brown Brindle,1095,3,"(2.5, 5.0]",3,2022,Friday,11,1,1,Purebreed,N,Female,180 days 11:35:47.648944,180
27146,A853117,2022-03-13 13:48:00,Mar-22,6407 Springdale in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull,Blue,1095,3,"(2.5, 5.0]",3,2022,Sunday,13,1,1,Purebreed,Y,Male,178 days 10:46:47.648944,178
74196,A853481,2022-03-19 12:05:00,Mar-22,2201 East Ben White in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Black/White,730,2,"(-0.001, 2.5]",3,2022,Saturday,12,1,1,Mix,Y,Female,172 days 12:29:47.648944,172
135793,A853789,2022-03-24 14:04:00,Mar-22,7111 Colony Park Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Tan/White,365,1,"(-0.001, 2.5]",3,2022,Thursday,14,1,1,Purebreed,Y,Male,167 days 10:30:47.648944,167
50754,A853324,2022-03-16 17:41:00,Mar-22,Johnny Morris And Loyola in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Chocolate/White,365,1,"(-0.001, 2.5]",3,2022,Wednesday,17,1,1,Mix,Y,Male,175 days 06:53:47.648944,175
143323,A854090,2022-08-24 13:05:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,11 months,Anatol Shepherd,Tan/Black,341,0.93,"(-0.001, 2.5]",8,2022,Wednesday,13,2,2,Purebreed,N,Male,14 days 11:29:47.648944,14
131990,A853996,2022-03-28 15:19:00,Mar-22,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Australian Cattle Dog/German Shepherd,Red/White,1095,3,"(2.5, 5.0]",3,2022,Monday,15,1,1,Purebreed,N,Male,163 days 09:15:47.648944,163
111253,A854099,2022-03-30 11:59:00,Mar-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Pit Bull,Black/White,1095,3,"(2.5, 5.0]",3,2022,Wednesday,11,1,1,Purebreed,Y,Male,161 days 12:35:47.648944,161
123498,A854102,2022-03-30 11:58:00,Mar-22,Vargas Road And Porter Street in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Pit Bull Mix,Chocolate/White,1825,5,"(2.5, 5.0]",3,2022,Wednesday,11,1,1,Mix,Y,Male,161 days 12:36:47.648944,161
33764,A854216,2022-03-31 15:11:00,Mar-22,Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Pit Bull,Fawn/White,365,1,"(-0.001, 2.5]",3,2022,Thursday,15,1,1,Purebreed,Y,Male,160 days 09:23:47.648944,160
76374,A854425,2022-08-22 15:30:00,Aug-22,8405 Alum Rock Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,5 months,Labrador Retriever,Brown/White,155,0.42,"(-0.001, 2.5]",8,2022,Monday,15,2,2,Purebreed,N,Male,16 days 09:04:47.648944,16
27724,A854325,2022-08-15 17:24:00,Aug-22,Redd St And Cactus Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Great Dane Mix,Tan/Black,730,2,"(-0.001, 2.5]",8,2022,Monday,17,2,2,Mix,N,Male,23 days 07:10:47.648944,23
44501,A854538,2022-04-05 12:52:00,Apr-22,Austin (TX),Owner Surrender,Injured,Dog,Intact Male,1 year,Pit Bull,White,365,1,"(-0.001, 2.5]",4,2022,Tuesday,12,1,1,Purebreed,Y,Male,155 days 11:42:47.648944,155
106316,A854139,2022-03-30 15:55:00,Mar-22,4857 East Yager Lane in Travis (TX),Stray,Injured,Dog,Intact Male,5 years,Pit Bull,Fawn/White,1825,5,"(2.5, 5.0]",3,2022,Wednesday,15,1,1,Purebreed,Y,Male,161 days 08:39:47.648944,161
143363,A854140,2022-08-25 09:46:00,Aug-22,1632 Raider Way in Williamson (TX),Public Assist,Medical,Dog,Neutered Male,5 years,Beagle/Black Mouth Cur,Tricolor,1825,5,"(2.5, 5.0]",8,2022,Thursday,9,2,2,Purebreed,N,Male,13 days 14:48:47.648944,13
61065,A854465,2022-04-04 15:17:00,Apr-22,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Australian Cattle Dog/German Shepherd,Red,1095,3,"(2.5, 5.0]",4,2022,Monday,15,1,1,Purebreed,N,Female,156 days 09:17:47.648944,156
71611,A854560,2022-04-05 17:24:00,Apr-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black/Tricolor,730,2,"(-0.001, 2.5]",4,2022,Tuesday,17,1,1,Mix,N,Female,155 days 07:10:47.648944,155
4502,A854601,2022-04-06 13:08:00,Apr-22,1705 Frontier Valley Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Staffordshire Mix,White/Black,365,1,"(-0.001, 2.5]",4,2022,Wednesday,13,1,1,Mix,N,Male,154 days 11:26:47.648944,154
33188,A854623,2022-04-06 17:03:00,Apr-22,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,5 months,Domestic Shorthair Mix,Black,155,0.42,"(-0.001, 2.5]",4,2022,Wednesday,17,1,1,Mix,N,Male,154 days 07:31:47.648944,154
124115,A854699,2022-04-07 15:15:00,Apr-22,Us Hwy 183 At Mopac Underpass in Austin (TX),Stray,Neonatal,Cat,Intact Male,4 weeks,Domestic Shorthair,Black/White,28,0.08,"(-0.001, 2.5]",4,2022,Thursday,15,1,1,Purebreed,N,Male,153 days 09:19:47.648944,153
66252,A854839,2022-04-10 09:21:00,Apr-22,1701 Prochnow Road in Travis (TX),Stray,Injured,Cat,Intact Male,4 years,Domestic Shorthair,Blue Tabby,1460,4,"(2.5, 5.0]",4,2022,Sunday,9,1,1,Purebreed,N,Male,150 days 15:13:47.648944,150
99159,A854933,2022-04-11 13:05:00,Apr-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Pit Bull,Black/White,1460,4,"(2.5, 5.0]",4,2022,Monday,13,1,1,Purebreed,Y,Female,149 days 11:29:47.648944,149
14749,A854779,2022-04-08 16:09:00,Apr-22,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,15 years,Domestic Shorthair,Blue Tabby/White,5475,15,"(12.5, 15.0]",4,2022,Friday,16,1,1,Purebreed,N,Female,152 days 08:25:47.648944,152
47363,A854786,2022-04-08 17:54:00,Apr-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Pit Bull/Labrador Retriever,Black/White,1825,5,"(2.5, 5.0]",4,2022,Friday,17,1,1,Purebreed,Y,Male,152 days 06:40:47.648944,152
44443,A854913,2022-04-11 11:46:00,Apr-22,11200 Lake Line Mall in Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Black/White,365,1,"(-0.001, 2.5]",4,2022,Monday,11,1,1,Mix,Y,Male,149 days 12:48:47.648944,149
54050,A855047,2022-04-12 16:06:00,Apr-22,1357  Braided Rope Dr in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Boxer,White,365,1,"(-0.001, 2.5]",4,2022,Tuesday,16,1,1,Purebreed,N,Male,148 days 08:28:47.648944,148
143792,A854920,2022-09-01 15:01:00,Sep-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Pit Bull,Brown Brindle,365,1,"(-0.001, 2.5]",9,2022,Thursday,15,1,1,Purebreed,Y,Male,6 days 09:33:47.648944,6
62384,A855145,2022-04-14 11:17:00,Apr-22,12100 Millwright Pkwy in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Blue Lacy Mix,Blue/White,730,2,"(-0.001, 2.5]",4,2022,Thursday,11,1,1,Mix,N,Male,146 days 13:17:47.648944,146
85882,A855365,2022-04-16 17:14:00,Apr-22,Sunny Brook And Singing Brook Drive in Austin (TX),Stray,Sick,Dog,Intact Male,2 years,Pit Bull,Brown Brindle,730,2,"(-0.001, 2.5]",4,2022,Saturday,17,1,1,Purebreed,Y,Male,144 days 07:20:47.648944,144
136113,A855203,2022-04-14 18:56:00,Apr-22,8515 Burnet Road in Austin (TX),Stray,Normal,Dog,Neutered Male,7 years,Pit Bull Mix,Blue/White,2555,7,"(5.0, 7.5]",4,2022,Thursday,18,1,1,Mix,Y,Male,146 days 05:38:47.648944,146
23893,A855567,2022-04-19 19:11:00,Apr-22,11604 Gunsmoke Cir in Austin (TX),Public Assist,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Orange Tabby/White,730,2,"(-0.001, 2.5]",4,2022,Tuesday,19,1,1,Purebreed,N,Female,141 days 05:23:47.648944,141
7735,A855571,2022-04-19 19:11:00,Apr-22,11604 Gunsmoke Cir in Austin (TX),Public Assist,Normal,Cat,Spayed Female,2 years,Siamese,Tortie Point/Lynx Point,730,2,"(-0.001, 2.5]",4,2022,Tuesday,19,1,1,Purebreed,N,Female,141 days 05:23:47.648944,141
65177,A855682,2022-04-21 20:47:00,Apr-22,901 Valdez Street in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,Pit Bull,Black/White,341,0.93,"(-0.001, 2.5]",4,2022,Thursday,20,1,1,Purebreed,Y,Male,139 days 03:47:47.648944,139
