index_id_intake,animal_id_intake,datetime_intake,monthyear_intake,found_location,intake_type,intake_condition,animal_type_intake,sex_upon_intake,age_upon_intake,breed_intake,color_intake,age_upon_intake(days),age_upon_intake(years),age_range_intake,intake_month,intake_year,intake_weekday,intake_hour,intake_frequency,order_of_intake,breed_intake_subtype,main_breed_intake,breed_contains_pitbull,sex_upon_intake_subtype,time_in_shelter,days_in_shelter,zipcode_intake,longitude_intake,latitude_intake
6465,A841948,2021-09-07 11:03:00,September 2021,Fm 1431 And Cow Creek in Travis (TX),Stray,Normal,Dog,Spayed Female,5 years,Pit Bull,Black/White,1825,5,"(2.5, 5.0]",9,2021,Tuesday,11,1,1,Purebred,Pit Bull,Y,Female,378 days 08:37:25.734475,378,,,
78956,A842092,2021-09-09 12:59:00,September 2021,1307 Harrison in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull/Labrador Retriever,Black/White,365,1,"(-0.001, 2.5]",9,2021,Thursday,12,1,1,Purebred,Pit Bull,Y,Male,376 days 06:41:25.734475,376,78742,-97.67365664399995,30.22556037000004
143766,A842381,2022-04-04 16:23:00,April 2022,4701 North Interstate Highway 35 in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Alaskan Husky Mix,Black/White,730,2,"(-0.001, 2.5]",4,2022,Monday,16,2,2,Mix,Alaskan Husky,N,Male,169 days 03:17:25.734475,169,,,
114052,A842286,2022-07-01 17:34:00,July 2022,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull,Fawn/White,730,2,"(-0.001, 2.5]",7,2022,Friday,17,2,2,Purebred,Pit Bull,Y,Female,81 days 02:06:25.734475,81,,,
65802,A843014,2021-09-25 08:19:00,September 2021,4434 Frontier Trail in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Pit Bull,Brown/White,730,2,"(-0.001, 2.5]",9,2021,Saturday,8,1,1,Purebred,Pit Bull,Y,Male,360 days 11:21:25.734475,360,,,
143823,A842965,2022-09-01 12:35:00,September 2022,14111 Dewberry Dr in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,730,2,"(-0.001, 2.5]",9,2022,Thursday,12,2,2,Mix,Pit Bull,Y,Male,19 days 07:05:25.734475,19,,,
127437,A844184,2021-10-13 11:05:00,October 2021,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,4 years,Labrador Retriever Mix,Black/White,1460,4,"(2.5, 5.0]",10,2021,Wednesday,11,1,1,Mix,Labrador Retriever,N,Male,342 days 08:35:25.734475,342,,,
110057,A843276,2022-05-13 15:24:00,May 2022,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,American Pit Bull Terrier,Brown/White,365,1,"(-0.001, 2.5]",5,2022,Friday,15,2,2,Purebred,American Pit Bull Terrier,Y,Male,130 days 04:16:25.734475,130,,,
19741,A843647,2022-06-06 14:15:00,June 2022,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Staffordshire Mix,Blue/White,1095,3,"(2.5, 5.0]",6,2022,Monday,14,2,2,Mix,Staffordshire,N,Female,106 days 05:25:25.734475,106,,,
37437,A843470,2021-10-01 12:13:00,October 2021,Manor (TX),Owner Surrender,Normal,Dog,Neutered Male,10 years,Labrador Retriever Mix,Black,3650,10,"(7.5, 10.0]",10,2021,Friday,12,1,1,Mix,Labrador Retriever,N,Male,354 days 07:27:25.734475,354,,,
58609,A843493,2022-07-18 15:21:00,July 2022,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Labrador Retriever,Black/White,1460,4,"(2.5, 5.0]",7,2022,Monday,15,2,2,Purebred,Labrador Retriever,N,Male,64 days 04:19:25.734475,64,,,
96809,A844379,2021-10-15 14:00:00,October 2021,14600 Nova in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black,730,2,"(-0.001, 2.5]",10,2021,Friday,14,1,1,Mix,Domestic Shorthair,N,Female,340 days 05:40:25.734475,340,,,
4667,A844230,2021-11-05 10:18:00,November 2021,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull,White/Brown,365,1,"(-0.001, 2.5]",11,2021,Friday,10,2,2,Purebred,Pit Bull,Y,Male,319 days 09:22:25.734475,319,,,
41592,A844891,2021-10-22 09:41:00,October 2021,8415 Tyhurst in Austin (TX),Stray,Injured,Cat,Neutered Male,3 years,Domestic Shorthair,Black,1095,3,"(2.5, 5.0]",10,2021,Friday,9,1,1,Purebred,Domestic Shorthair,N,Male,333 days 09:59:25.734475,333,78749,-97.86705910699999,30.212711934000026
83234,A845244,2021-10-27 13:12:00,October 2021,North Lamar And 51St Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Torbie,365,1,"(-0.001, 2.5]",10,2021,Wednesday,13,1,1,Purebred,Domestic Shorthair,N,Female,328 days 06:28:25.734475,328,,,
116333,A845163,2022-08-04 11:01:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,German Shepherd Mix,Brown/Tricolor,730,2,"(-0.001, 2.5]",8,2022,Thursday,11,2,2,Mix,German Shepherd,N,Female,47 days 08:39:25.734475,47,,,
12378,A845411,2021-10-29 15:27:00,October 2021,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Red/White,365,1,"(-0.001, 2.5]",10,2021,Friday,15,1,1,Mix,Pit Bull,Y,Male,326 days 04:13:25.734475,326,,,
51359,A847430,2021-12-02 09:48:00,December 2021,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Pit Bull,Brown Brindle/White,1460,4,"(2.5, 5.0]",12,2021,Thursday,9,1,1,Purebred,Pit Bull,Y,Female,292 days 08:52:25.734475,292,,,
23128,A847071,2021-11-24 12:04:00,November 2021,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Mastiff Mix,Tan/White,1095,3,"(2.5, 5.0]",11,2021,Wednesday,12,1,1,Mix,Mastiff,N,Male,300 days 06:36:25.734475,300,,,
97924,A847088,2021-11-24 14:48:00,November 2021,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull,Tan/White,1095,3,"(2.5, 5.0]",11,2021,Wednesday,14,1,1,Purebred,Pit Bull,Y,Male,300 days 03:52:25.734475,300,,,
33712,A845575,2021-11-01 18:38:00,November 2021,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White,730,2,"(-0.001, 2.5]",11,2021,Monday,18,1,1,Mix,Pit Bull,Y,Male,323 days 01:02:25.734475,323,,,
37775,A845576,2021-11-01 18:38:00,November 2021,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Black,730,2,"(-0.001, 2.5]",11,2021,Monday,18,1,1,Mix,Labrador Retriever,N,Male,323 days 01:02:25.734475,323,,,
70462,A846013,2022-02-15 11:10:00,February 2022,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull,Black/White,365,1,"(-0.001, 2.5]",2,2022,Tuesday,11,2,2,Purebred,Pit Bull,Y,Male,217 days 07:30:25.734475,217,,,
22944,A846230,2021-11-12 08:52:00,November 2021,5501 Ross Rd in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,Brown Brindle,730,2,"(-0.001, 2.5]",11,2021,Friday,8,1,1,Purebred,Pit Bull,Y,Male,312 days 09:48:25.734475,312,,,
83040,A846654,2022-07-20 13:42:00,July 2022,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,7 years,Akita Mix,Tan,2555,7,"(5.0, 7.5]",7,2022,Wednesday,13,4,4,Mix,Akita,N,Male,62 days 05:58:25.734475,62,,,
2713,A847197,2022-04-11 08:13:00,April 2022,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black,365,1,"(-0.001, 2.5]",4,2022,Monday,8,2,2,Mix,Labrador Retriever,N,Male,162 days 11:27:25.734475,162,,,
129644,A847446,2021-12-02 12:47:00,December 2021,3101 Edgedale Dr in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,6 years,Pit Bull Mix,Brown Brindle/White,2190,6,"(5.0, 7.5]",12,2021,Thursday,12,1,1,Mix,Pit Bull,Y,Male,292 days 05:53:25.734475,292,78723,-97.67711923399997,30.305155944000035
28191,A847789,2022-04-20 14:00:00,April 2022,9219 Anderson Mill Rd in Austin (TX),Abandoned,Injured,Dog,Neutered Male,6 months,Pit Bull/Australian Cattle Dog,Black/White,186,0.51,"(-0.001, 2.5]",4,2022,Wednesday,14,2,2,Purebred,Pit Bull,Y,Male,153 days 05:40:25.734475,153,,,
66101,A847898,2022-03-10 16:37:00,March 2022,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7 years,Domestic Shorthair,Black,2555,7,"(5.0, 7.5]",3,2022,Thursday,16,2,2,Purebred,Domestic Shorthair,N,Female,194 days 02:03:25.734475,194,,,
56188,A848025,2021-12-13 13:18:00,December 2021,Austin (TX),Abandoned,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Brown Brindle/White,365,1,"(-0.001, 2.5]",12,2021,Monday,13,1,1,Mix,Pit Bull,Y,Male,281 days 05:22:25.734475,281,,,
61329,A848359,2022-03-11 10:39:00,March 2022,7905 Tisdale Drive Unit A in Austin (TX),Stray,Injured,Cat,Neutered Male,3 years,Domestic Shorthair,Brown/White,1095,3,"(2.5, 5.0]",3,2022,Friday,10,1,1,Purebred,Domestic Shorthair,N,Male,193 days 08:01:25.734475,193,78757,-97.71916253999996,30.350840392000066
95347,A848272,2022-03-29 13:13:00,March 2022,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Pit Bull,Black/White,1825,5,"(2.5, 5.0]",3,2022,Tuesday,13,2,2,Purebred,Pit Bull,Y,Male,175 days 06:27:25.734475,175,,,
61088,A848077,2022-04-01 15:58:00,April 2022,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair,Black/White,730,2,"(-0.001, 2.5]",4,2022,Friday,15,2,2,Purebred,Domestic Shorthair,N,Male,172 days 03:42:25.734475,172,,,
11761,A848085,2022-05-06 15:20:00,May 2022,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White,365,1,"(-0.001, 2.5]",5,2022,Friday,15,2,2,Mix,Pit Bull,Y,Male,137 days 04:20:25.734475,137,,,
69448,A848571,2021-12-23 08:24:00,December 2021,124 West Anderson Lane in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Dogo Argentino Mix,White/Black,1095,3,"(2.5, 5.0]",12,2021,Thursday,8,1,1,Mix,Dogo Argentino,N,Female,271 days 10:16:25.734475,271,,,
47337,A848400,2022-08-11 14:54:00,August 2022,1105 Dexford in Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,Bullmastiff/Labrador Retriever,White/Brown,365,1,"(-0.001, 2.5]",8,2022,Thursday,14,1,1,Purebred,Bullmastiff,N,Male,40 days 04:46:25.734475,40,78753,-97.65259109499999,30.39839083100003
31396,A848817,2021-12-28 17:56:00,December 2021,2300 Oracle Way in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Brown Brindle,730,2,"(-0.001, 2.5]",12,2021,Tuesday,17,1,1,Purebred,Pit Bull,Y,Male,266 days 00:44:25.734475,266,,,
46566,A848715,2022-06-30 12:47:00,June 2022,11904 Indianhead Drive in Austin (TX),Stray,Normal,Dog,Intact Female,6 years,Pit Bull,Gray,2190,6,"(5.0, 7.5]",6,2022,Thursday,12,1,1,Purebred,Pit Bull,Y,Female,82 days 06:53:25.734475,82,78753,-97.67751256099996,30.386205709000023
59470,A849011,2021-12-31 13:05:00,December 2021,13624 Theodore Roosevelt Street in Manor (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,730,2,"(-0.001, 2.5]",12,2021,Friday,13,1,1,Mix,Pit Bull,Y,Male,263 days 05:35:25.734475,263,78653,-97.52059435799998,30.355441881000047
85603,A848916,2021-12-29 17:06:00,December 2021,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Intact Male,2 years,Plott Hound,Brown Tiger/White,730,2,"(-0.001, 2.5]",12,2021,Wednesday,17,1,1,Purebred,Plott Hound,N,Male,265 days 01:34:25.734475,265,,,
141229,A849267,2022-01-04 15:32:00,January 2022,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Pit Bull Mix,White/Brown,1460,4,"(2.5, 5.0]",1,2022,Tuesday,15,1,1,Mix,Pit Bull,Y,Female,259 days 03:08:25.734475,259,,,
63032,A848968,2022-02-26 10:07:00,February 2022,5206 Regancy Cove in Austin (TX),Owner Surrender,Behavior,Dog,Neutered Male,1 year,Pit Bull,Black/White,365,1,"(-0.001, 2.5]",2,2022,Saturday,10,2,2,Purebred,Pit Bull,Y,Male,206 days 08:33:25.734475,206,,,
143550,A849296,2022-08-29 13:34:00,August 2022,Outside Jurisdiction,Owner Surrender,Normal,Cat,Neutered Male,9 months,Domestic Shorthair Mix,Orange Tabby/White,279,0.76,"(-0.001, 2.5]",8,2022,Monday,13,2,2,Mix,Domestic Shorthair,N,Male,22 days 06:06:25.734475,22,,,
17493,A849312,2022-01-05 15:30:00,January 2022,3412 Duke Rd in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Brown Brindle/White,730,2,"(-0.001, 2.5]",1,2022,Wednesday,15,1,1,Purebred,Pit Bull,Y,Female,258 days 03:10:25.734475,258,,,
88369,A849659,2022-01-11 15:13:00,January 2022,Nesting Way And South Pleasant Valley in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Labrador Retriever Mix,Black/White,1825,5,"(2.5, 5.0]",1,2022,Tuesday,15,1,1,Mix,Labrador Retriever,N,Male,252 days 03:27:25.734475,252,,,
12780,A849488,2022-01-08 15:46:00,January 2022,9722 Bock Road in Mustang Ridge (TX),Stray,Normal,Dog,Intact Male,2 years,American Bulldog/Boxer,White/Black,730,2,"(-0.001, 2.5]",1,2022,Saturday,15,1,1,Purebred,American Bulldog,N,Male,255 days 02:54:25.734475,255,,,
54548,A849685,2022-01-12 10:02:00,January 2022,1214 Bonnie Brae in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Black/White,365,1,"(-0.001, 2.5]",1,2022,Wednesday,10,1,1,Mix,Pit Bull,Y,Male,251 days 08:38:25.734475,251,,,
129825,A849698,2022-02-01 10:28:00,February 2022,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,10 months,Pit Bull,Chocolate,310,0.85,"(-0.001, 2.5]",2,2022,Tuesday,10,2,2,Purebred,Pit Bull,Y,Female,231 days 08:12:25.734475,231,,,
16141,A850937,2022-03-17 11:28:00,March 2022,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,7 years,Domestic Shorthair Mix,Black,2555,7,"(5.0, 7.5]",3,2022,Thursday,11,2,2,Mix,Domestic Shorthair,N,Male,187 days 08:12:25.734475,187,,,
63645,A849975,2022-01-16 15:16:00,January 2022,18008 Manda Carlson Road in Travis (TX),Owner Surrender,Injured,Dog,Intact Male,3 years,Pit Bull,Tan/White,1095,3,"(2.5, 5.0]",1,2022,Sunday,15,1,1,Purebred,Pit Bull,Y,Male,247 days 03:24:25.734475,247,,,
110343,A849979,2022-01-16 17:24:00,January 2022,6201 Quinn Luke Trl in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Tan/Tan,365,1,"(-0.001, 2.5]",1,2022,Sunday,17,1,1,Purebred,Pit Bull,Y,Male,247 days 01:16:25.734475,247,,,
143716,A850020,2022-08-31 12:24:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White,365,1,"(-0.001, 2.5]",8,2022,Wednesday,12,3,3,Mix,Pit Bull,Y,Male,20 days 07:16:25.734475,20,,,
136081,A850740,2022-01-31 09:16:00,January 2022,12401 Scofield Farms Dr in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Pit Bull,Brown/White,365,1,"(-0.001, 2.5]",1,2022,Monday,9,1,1,Purebred,Pit Bull,Y,Male,232 days 09:24:25.734475,232,78758,-97.68801870399994,30.408709679000026
6280,A850881,2022-02-01 17:20:00,February 2022,10809 Pecan Park Blvd in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Brown Tabby,21,0.06,"(-0.001, 2.5]",2,2022,Tuesday,17,1,1,Purebred,Domestic Shorthair,N,Female,231 days 01:20:25.734475,231,,,
106091,A851142,2022-02-07 12:46:00,February 2022,12813 Wood Lily Trail in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black/White,730,2,"(-0.001, 2.5]",2,2022,Monday,12,1,1,Mix,Pit Bull,Y,Male,225 days 05:54:25.734475,225,,,
99451,A851106,2022-02-09 13:31:00,February 2022,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Pit Bull,Blue/White,730,2,"(-0.001, 2.5]",2,2022,Wednesday,13,1,1,Purebred,Pit Bull,Y,Female,223 days 05:09:25.734475,223,,,
124606,A851029,2022-02-04 14:39:00,February 2022,1410 Fort Branch Blvd in Austin (TX),Stray,Injured,Cat,Intact Female,1 year,Siamese,Lynx Point,365,1,"(-0.001, 2.5]",2,2022,Friday,14,1,1,Purebred,Siamese,N,Female,228 days 04:01:25.734475,228,78721,-97.68038480099995,30.278779619000034
136286,A851358,2022-08-02 11:42:00,August 2022,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Neutered Male,9 months,Labrador Retriever,Black/White,279,0.76,"(-0.001, 2.5]",8,2022,Tuesday,11,2,2,Purebred,Labrador Retriever,N,Male,49 days 07:58:25.734475,49,,,
59865,A851208,2022-02-08 15:36:00,February 2022,Travis (TX),Owner Surrender,Normal,Dog,Intact Female,4 years,Pit Bull Mix,Fawn/White,1460,4,"(2.5, 5.0]",2,2022,Tuesday,15,1,1,Mix,Pit Bull,Y,Female,224 days 03:04:25.734475,224,,,
104401,A851115,2022-02-07 00:17:00,February 2022,14300 Dessau in Travis (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Black/White,1095,3,"(2.5, 5.0]",2,2022,Monday,0,1,1,Mix,Pit Bull,Y,Male,225 days 18:23:25.734475,225,,,
59044,A851723,2022-02-18 15:13:00,February 2022,2906 E Martin Luther King Jr Blvd in Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Pointer Mix,Tricolor,730,2,"(-0.001, 2.5]",2,2022,Friday,15,1,1,Mix,Pointer,N,Male,214 days 03:27:25.734475,214,,,
62738,A851526,2022-02-14 11:59:00,February 2022,12001 Dessau Road in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Tan/White,1095,3,"(2.5, 5.0]",2,2022,Monday,11,1,1,Mix,Pit Bull,Y,Male,218 days 06:41:25.734475,218,,,
111296,A851221,2022-02-08 17:40:00,February 2022,5910 Johnny Morris Road in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,365,1,"(-0.001, 2.5]",2,2022,Tuesday,17,1,1,Mix,Labrador Retriever,N,Male,224 days 01:00:25.734475,224,78724,-97.65265247699995,30.29334712900004
8350,A852214,2022-02-28 10:25:00,February 2022,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Brown Brindle/White,365,1,"(-0.001, 2.5]",2,2022,Monday,10,1,1,Mix,Pit Bull,Y,Male,204 days 08:15:25.734475,204,,,
16220,A851926,2022-03-29 16:01:00,March 2022,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,Blue/White,1095,3,"(2.5, 5.0]",3,2022,Tuesday,16,2,2,Mix,Pit Bull,Y,Male,175 days 03:39:25.734475,175,,,
128205,A851936,2022-02-21 18:52:00,February 2022,Airport And Gunter St in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Pit Bull,Brown/Brown,365,1,"(-0.001, 2.5]",2,2022,Monday,18,1,1,Purebred,Pit Bull,Y,Female,210 days 23:48:25.734475,210,,,
118585,A852094,2022-07-26 12:02:00,July 2022,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,10 months,Australian Cattle Dog Mix,White/Black,310,0.85,"(-0.001, 2.5]",7,2022,Tuesday,12,1,1,Mix,Australian Cattle Dog,N,Male,56 days 07:38:25.734475,56,,,
138661,A852300,2022-03-01 12:21:00,March 2022,Stassney And Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White,730,2,"(-0.001, 2.5]",3,2022,Tuesday,12,1,1,Mix,Pit Bull,Y,Male,203 days 06:19:25.734475,203,,,
94961,A852766,2022-03-07 12:01:00,March 2022,1720 Wells Branch Pkwy in Travis (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,Tan/White,730,2,"(-0.001, 2.5]",3,2022,Monday,12,1,1,Purebred,Pit Bull,Y,Male,197 days 06:39:25.734475,197,,,
134590,A852455,2022-03-03 11:25:00,March 2022,9024 Northgate in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,Black/White,730,2,"(-0.001, 2.5]",3,2022,Thursday,11,1,1,Purebred,Pit Bull,Y,Male,201 days 07:15:25.734475,201,,,
82986,A852776,2022-06-24 11:49:00,June 2022,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Pit Bull Mix,White/Black,365,1,"(-0.001, 2.5]",6,2022,Friday,11,2,2,Mix,Pit Bull,Y,Male,88 days 07:51:25.734475,88,,,
15512,A852894,2022-03-09 11:58:00,March 2022,Loyola And 183 in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Blue/White,730,2,"(-0.001, 2.5]",3,2022,Wednesday,11,1,1,Mix,Pit Bull,Y,Female,195 days 06:42:25.734475,195,,,
137182,A852908,2022-08-11 11:04:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,9 months,Bull Terrier Mix,Chocolate/White,279,0.76,"(-0.001, 2.5]",8,2022,Thursday,11,4,4,Mix,Bull Terrier,N,Female,40 days 08:36:25.734475,40,,,
51466,A852953,2022-03-10 11:55:00,March 2022,Long Bow And Sherwood in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Black/White,730,2,"(-0.001, 2.5]",3,2022,Thursday,11,1,1,Purebred,Pit Bull,Y,Male,194 days 06:45:25.734475,194,,,
28294,A852481,2022-03-03 16:07:00,March 2022,13711 Abraham Lincoln in Travis (TX),Stray,Normal,Dog,Spayed Female,6 years,German Shepherd/Cardigan Welsh Corgi,Brown Brindle/Brown,2190,6,"(5.0, 7.5]",3,2022,Thursday,16,1,1,Purebred,German Shepherd,N,Female,201 days 02:33:25.734475,201,,,
49481,A853313,2022-03-16 15:21:00,March 2022,2510 Onion Creek Parkway in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,American Staffordshire Terrier Mix,Chocolate/White,1825,5,"(2.5, 5.0]",3,2022,Wednesday,15,1,1,Mix,American Staffordshire Terrier,N,Female,188 days 04:19:25.734475,188,,,
21390,A852491,2022-03-03 17:20:00,March 2022,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Black Mouth Cur Mix,Brown,1460,4,"(2.5, 5.0]",3,2022,Thursday,17,1,1,Mix,Black Mouth Cur,N,Male,201 days 01:20:25.734475,201,,,
143464,A853027,2022-03-11 11:59:00,March 2022,908 Neal Street in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Great Dane,Brown Brindle,1095,3,"(2.5, 5.0]",3,2022,Friday,11,1,1,Purebred,Great Dane,N,Female,193 days 06:41:25.734475,193,78702,-97.70975488899995,30.268563276000066
132369,A853563,2022-03-20 14:08:00,March 2022,9345 E Highway 290 in Austin (TX),Stray,Injured,Dog,Intact Male,3 years,Pit Bull,Gray/White,1095,3,"(2.5, 5.0]",3,2022,Sunday,14,1,1,Purebred,Pit Bull,Y,Male,184 days 05:32:25.734475,184,,,
27146,A853117,2022-03-13 13:48:00,March 2022,6407 Springdale in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull,Blue,1095,3,"(2.5, 5.0]",3,2022,Sunday,13,1,1,Purebred,Pit Bull,Y,Male,191 days 05:52:25.734475,191,,,
50754,A853324,2022-03-16 17:41:00,March 2022,Johnny Morris And Loyola in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Chocolate/White,365,1,"(-0.001, 2.5]",3,2022,Wednesday,17,1,1,Mix,Pit Bull,Y,Male,188 days 01:59:25.734475,188,,,
142970,A853632,2022-03-22 10:29:00,March 2022,53Rd Street in Austin (TX),Stray,Normal,Dog,Neutered Male,8 years,Pit Bull,Blue,2920,8,"(7.5, 10.0]",3,2022,Tuesday,10,1,1,Purebred,Pit Bull,Y,Male,182 days 09:11:25.734475,182,,,
74196,A853481,2022-03-19 12:05:00,March 2022,2201 East Ben White in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Black/White,730,2,"(-0.001, 2.5]",3,2022,Saturday,12,1,1,Mix,Pit Bull,Y,Female,185 days 07:35:25.734475,185,,,
32872,A853635,2022-03-22 10:44:00,March 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,2 years,Domestic Medium Hair Mix,White/Black,730,2,"(-0.001, 2.5]",3,2022,Tuesday,10,1,1,Mix,Domestic Medium Hair,N,Female,182 days 08:56:25.734475,182,,,
143323,A854090,2022-08-24 13:05:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,11 months,Anatol Shepherd,Tan/Black,341,0.93,"(-0.001, 2.5]",8,2022,Wednesday,13,2,2,Purebred,Anatol Shepherd,N,Male,27 days 06:35:25.734475,27,,,
135793,A853789,2022-03-24 14:04:00,March 2022,7111 Colony Park Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Tan/White,365,1,"(-0.001, 2.5]",3,2022,Thursday,14,1,1,Purebred,Pit Bull,Y,Male,180 days 05:36:25.734475,180,78724,-97.64215295799994,30.303643959000055
131990,A853996,2022-03-28 15:19:00,March 2022,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Australian Cattle Dog/German Shepherd,Red/White,1095,3,"(2.5, 5.0]",3,2022,Monday,15,1,1,Purebred,Australian Cattle Dog,N,Male,176 days 04:21:25.734475,176,,,
111253,A854099,2022-03-30 11:59:00,March 2022,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,3 years,Pit Bull,Black/White,1095,3,"(2.5, 5.0]",3,2022,Wednesday,11,1,1,Purebred,Pit Bull,Y,Male,174 days 07:41:25.734475,174,,,
106316,A854139,2022-03-30 15:55:00,March 2022,4857 East Yager Lane in Travis (TX),Stray,Injured,Dog,Intact Male,5 years,Pit Bull,Fawn/White,1825,5,"(2.5, 5.0]",3,2022,Wednesday,15,1,1,Purebred,Pit Bull,Y,Male,174 days 03:45:25.734475,174,,,
123498,A854102,2022-03-30 11:58:00,March 2022,Vargas Road And Porter Street in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Pit Bull Mix,Chocolate/White,1825,5,"(2.5, 5.0]",3,2022,Wednesday,11,1,1,Mix,Pit Bull,Y,Male,174 days 07:42:25.734475,174,,,
76374,A854425,2022-08-22 15:30:00,August 2022,8405 Alum Rock Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,5 months,Labrador Retriever,Brown/White,155,0.42,"(-0.001, 2.5]",8,2022,Monday,15,2,2,Purebred,Labrador Retriever,N,Male,29 days 04:10:25.734475,29,,,
