index_id_intake,animal_id_intake,breed_category,breed_consolidated,breed_group,breed_contains_pitbull,color_consolidated,intake_type,intake_condition,sex_upon_intake_subtype,age_intake(days),age_intake(years),age_range_intake,intake_date,intake_month,intake_day1,intake_year,intake_numeric_weekday,intake_hour,outcome_date,outcome_month,outcome_day,outcome_year,outcome_weekday,age_outcome(days),age_upon_outcome(years),age_range_outcome,days_in_shelter,outcome,zipcode,population,population_density,land_area_in_sqmi,housing_units,median_household_income,Male_Population,Female_Population,Less_than_high_school,High_School_Graduate,Associates_degree,Bachelors_degree,Masters_degree,Professional_school_degree,Doctorate_degree,Race_white,Race_black_African_American,Race_American_Indian_Alaskan_native,Race_Asian,Race_Native_Hawaiian_Pacific_Islander,Race-Other,Race_Two_or_more
35510,A619865,Purebred,hound,hound,N,Red/Other,Stray,Normal,Male,1825,5,"(2.5, 5.0]",6/2/2014,6,2,2014,0,9,7/13/2014,7,13,2014,Sunday,1981,5.43,"(5.0, 7.5]",41,Success,78729,27108,2939,9.23,13284,60690,13427,13681,744,8049,1212,5694,1919,402,158,20603,1836,183,2233,25,1209,1019
14503,A620418,Purebred,chihuahua ,toy,N,Black,Public Assist,Normal,Male,1095,3,"(2.5, 5.0]",11/13/2014,11,13,2014,3,22,12/18/2014,12,18,2014,Thursday,1398,3.83,"(2.5, 5.0]",34,Success,78756,7194,4303,1.67,4396,59854,3606,3588,376,1456,251,2218,1293,211,339,6346,184,36,191,3,222,212
26624,A620598,Mix,chihuahua ,toy,N,Tan/White,Owner Surrender,Normal,Male,730,2,"(-0.001, 2.5]",11/1/2013,11,1,2013,4,13,11/30/2013,11,30,2013,Saturday,800,2.19,"(-0.001, 2.5]",29,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
70142,A620991,Mix,chihuahua ,toy,N,Black/Other,Stray,Normal,Male,2920,8,"(7.5, 10.0]",9/9/2020,9,9,2020,2,12,9/16/2020,9,16,2020,Wednesday,3185,8.73,"(7.5, 10.0]",7,Success,78641,44295,350,126.47,15749,71885,22045,22250,3039,14877,2870,7161,2025,211,211,36682,1754,303,874,37,3061,1584
116092,A621877,Mix,chihuahua ,toy,N,Brown,Stray,Normal,Male,1825,5,"(2.5, 5.0]",3/26/2014,3,26,2014,2,14,6/8/2014,6,8,2014,Sunday,1913,5.24,"(5.0, 7.5]",73,Success,78752,18064,5403,3.34,7944,34716,9778,8286,3976,4429,493,2095,807,88,120,10787,2124,334,333,10,3781,695
86383,A622127,Mix,pit bull,Pit bull terrier,Y,White/Black or Brown,Stray,Normal,Female,730,2,"(-0.001, 2.5]",10/27/2013,10,27,2013,6,15,2/1/2014,2,1,2014,Saturday,1142,3.13,"(2.5, 5.0]",96,Success,78727,26689,3112,8.58,12984,69570,13304,13385,1046,7241,1212,7164,2317,353,426,18493,2115,168,3661,14,1390,848
544,A623101,Mix,guardian,working,N,Other,Stray,Normal,Male,1825,5,"(2.5, 5.0]",9/23/2014,9,23,2014,1,13,10/1/2014,10,1,2014,Wednesday,2012,5.51,"(5.0, 7.5]",8,Success,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
55883,A624198,Mix,guardian,working,N,Black/White,Owner Surrender,Normal,Female,365,1,"(-0.001, 2.5]",12/28/2013,12,28,2013,5,12,1/4/2014,1,4,2014,Saturday,708,1.94,"(-0.001, 2.5]",7,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
89344,A624559,Mix,toy,toy,N,White/Black or Brown,Stray,Normal,Male,2190,6,"(5.0, 7.5]",2/28/2018,2,28,2018,2,16,3/8/2018,3,8,2018,Thursday,2228,6.1,"(5.0, 7.5]",7,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
37661,A625297,Mix,herding,working-herding,N,Black/White,Stray,Normal,Female,4380,12,"(10.0, 12.5]",5/21/2017,5,21,2017,6,15,5/27/2017,5,27,2017,Saturday,4599,12.6,"(12.5, 15.0]",6,Success,78731,24614,2865,8.59,12984,75269,12014,12600,295,3570,688,7528,3747,1642,1052,21368,333,67,1928,9,357,552
18605,A630530,Mix,toy,toy,N,Black/Other,Stray,Normal,Female,1460,4,"(2.5, 5.0]",9/23/2014,9,23,2014,1,18,9/27/2014,9,27,2014,Saturday,1556,4.26,"(2.5, 5.0]",3,Success,78749,34449,3421,10.07,14857,84907,16863,17586,608,7176,1572,9571,3755,725,633,27894,1129,186,2700,34,1442,1064
65821,A630573,Mix,terrier,terrier,N,Brown,Stray,Normal,Female,3650,10,"(7.5, 10.0]",9/9/2021,9,9,2021,3,16,9/13/2021,9,13,2021,Monday,3734,10.23,"(10.0, 12.5]",4,Success,78738,12134,715,16.98,4799,118795,5990,6144,27,1916,490,3865,1552,400,133,10760,151,49,722,1,184,267
80957,A630918,Mix,guardian,working,N,White/Black or Brown,Public Assist,Normal,Female,1095,3,"(2.5, 5.0]",2/23/2016,2,23,2016,1,16,3/24/2016,3,24,2016,Thursday,1426,3.91,"(2.5, 5.0]",29,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
2961,A633108,Purebred,guardian,working,N,Black/Other,Stray,Normal,Male,1825,5,"(2.5, 5.0]",11/1/2016,11,1,2016,1,12,11/5/2016,11,5,2016,Saturday,1931,5.29,"(5.0, 7.5]",4,Success,78756,7194,4303,1.67,4396,59854,3606,3588,376,1456,251,2218,1293,211,339,6346,184,36,191,3,222,212
91906,A633455,Purebred,toy,toy,N,White,Stray,Normal,Female,4015,11,"(10.0, 12.5]",7/11/2018,7,11,2018,2,14,7/24/2018,7,24,2018,Tuesday,4383,12.01,"(10.0, 12.5]",13,Success,78728,20299,2503,8.11,10240,48612,10015,10284,1147,5940,1370,3850,1475,199,138,12596,2843,137,1976,25,1848,874
56413,A633833,Mix,terrier,terrier,N,Brown,Stray,Normal,Male,2190,6,"(5.0, 7.5]",10/25/2015,10,25,2015,6,17,10/29/2015,10,29,2015,Thursday,2461,6.74,"(5.0, 7.5]",3,Success,78749,34449,3421,10.07,14857,84907,16863,17586,608,7176,1572,9571,3755,725,633,27894,1129,186,2700,34,1442,1064
53122,A633943,Mix,toy,toy,N,Brown,Stray,Normal,Male,1460,4,"(2.5, 5.0]",1/21/2014,1,21,2014,1,15,2/7/2014,2,7,2014,Friday,1649,4.52,"(2.5, 5.0]",17,Success,78758,44072,4747,9.28,19577,43537,23014,21058,6267,12480,1690,6744,2167,169,200,25073,4810,467,2911,29,9196,1586
71508,A635775,Purebred,pit bull,terrier,Y,Brown/White,Public Assist,Normal,Female,2555,7,"(5.0, 7.5]",1/10/2019,1,10,2019,3,18,4/26/2020,4,26,2020,Sunday,3165,8.67,"(7.5, 10.0]",471,Success,78730,7955,553,14.39,3647,120568,3985,3970,57,1103,356,2543,1220,320,279,6996,172,23,486,1,84,193
131743,A636714,Mix,working,working,N,Other,Stray,Normal,Male,1460,4,"(2.5, 5.0]",1/1/2014,1,1,2014,2,23,1/5/2014,1,5,2014,Sunday,1464,4.01,"(2.5, 5.0]",3,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
40284,A637940,Mix,pit bull,terrier,Y,Brown/White,Stray,Normal,Female,3285,9,"(7.5, 10.0]",12/28/2018,12,28,2018,4,15,5/22/2019,5,22,2019,Wednesday,3554,9.74,"(7.5, 10.0]",144,Success,78752,18064,5403,3.34,7944,34716,9778,8286,3976,4429,493,2095,807,88,120,10787,2124,334,333,10,3781,695
82829,A638658,Mix,pointer,sporting,N,Brown/White,Owner Surrender,Injured,Female,2190,6,"(5.0, 7.5]",1/17/2018,1,17,2018,2,13,3/4/2018,3,4,2018,Sunday,2344,6.42,"(5.0, 7.5]",46,Success,78653,16375,156,104.97,5532,59763,8141,8234,1974,4831,778,1744,391,145,42,9143,3320,140,312,17,2782,661
13749,A639095,Mix,guardian,working,N,Black/Other,Stray,Normal,Male,2555,7,"(5.0, 7.5]",6/16/2014,6,16,2014,0,16,6/22/2014,6,22,2014,Sunday,2813,7.71,"(7.5, 10.0]",6,Success,78727,26689,3112,8.58,12984,69570,13304,13385,1046,7241,1212,7164,2317,353,426,18493,2115,168,3661,14,1390,848
42344,A639102,Mix,toy,toy,N,White,Stray,Normal,Male,4015,11,"(10.0, 12.5]",2/28/2014,2,28,2014,4,13,3/11/2014,3,11,2014,Tuesday,4171,11.43,"(10.0, 12.5]",11,Success,78757,21310,4335,4.92,10898,57429,10453,10857,1359,5756,926,5220,2528,514,461,18327,675,150,480,8,1120,550
121733,A639145,Mix,pit bull,terrier,Y,White/Black or Brown,Stray,Normal,Male,1825,5,"(2.5, 5.0]",11/11/2014,11,11,2014,1,13,5/3/2015,5,3,2015,Sunday,2031,5.56,"(5.0, 7.5]",173,Success,78641,44295,350,126.47,15749,71885,22045,22250,3039,14877,2870,7161,2025,211,211,36682,1754,303,874,37,3061,1584
47566,A639613,Mix,retriever,sporting,N,Black/White,Stray,Normal,Female,1460,4,"(2.5, 5.0]",12/20/2014,12,20,2014,5,14,12/31/2014,12,31,2014,Wednesday,1538,4.21,"(2.5, 5.0]",11,Success,78727,26689,3112,8.58,12984,69570,13304,13385,1046,7241,1212,7164,2317,353,426,18493,2115,168,3661,14,1390,848
23261,A640516,Purebred,pit bull,pit bull,N,White/Black or Brown,Stray,Normal,Male,1095,3,"(2.5, 5.0]",12/9/2013,12,9,2013,0,13,1/4/2014,1,4,2014,Saturday,1166,3.19,"(2.5, 5.0]",25,Success,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
95083,A641238,Purebred,pit bull,terrier,Y,Tan/White,Public Assist,Normal,Female,2190,6,"(5.0, 7.5]",12/22/2013,12,22,2013,6,16,1/2/2014,1,2,2014,Thursday,2250,6.16,"(5.0, 7.5]",10,Success,78734,17655,881,20.04,8345,87300,8943,8712,761,4984,591,4408,1497,301,242,15787,148,73,291,11,988,357
20483,A641781,Purebred,retriever,sporting,N,Brown/White,Stray,Normal,Female,1095,3,"(2.5, 5.0]",7/14/2015,7,14,2015,1,15,8/20/2015,8,20,2015,Thursday,1193,3.27,"(2.5, 5.0]",37,Success,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
121381,A642379,Mix,guardian,working,N,Black/Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",3/25/2014,3,25,2014,1,16,4/3/2014,4,3,2014,Thursday,572,1.57,"(-0.001, 2.5]",8,Success,78758,44072,4747,9.28,19577,43537,23014,21058,6267,12480,1690,6744,2167,169,200,25073,4810,467,2911,29,9196,1586
72524,A642590,Mix,hound,hound,N,Brown/White,Public Assist,Normal,Female,1095,3,"(2.5, 5.0]",4/23/2015,4,23,2015,3,12,5/19/2015,5,19,2015,Tuesday,1240,3.4,"(2.5, 5.0]",26,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
49228,A643401,Mix,pit bull,terrier,Y,Brown/White,Stray,Normal,Female,1095,3,"(2.5, 5.0]",10/27/2013,10,27,2013,6,16,10/7/2013,10,7,2013,Monday,1216,3.33,"(2.5, 5.0]",-20,Success,78747,14808,623,23.78,5491,61599,7345,7463,1556,5071,584,2354,406,133,118,9664,1052,183,351,12,2998,548
57852,A645140,Purebred,terrier,terrier,N,Tan/White,Stray,Normal,Male,2190,6,"(5.0, 7.5]",12/28/2014,12,28,2014,6,11,1/4/2015,1,4,2015,Sunday,2556,7,"(5.0, 7.5]",7,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
97160,A645511,Mix,Malinois/German Shepherd,working-herding,N,Brown,Stray,Normal,Male,1825,5,"(2.5, 5.0]",10/18/2018,10,18,2018,3,14,2/13/2019,2,13,2019,Wednesday,2286,6.26,"(5.0, 7.5]",117,Success,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
90014,A645645,Mix,chihuahua ,toy,N,Tan/White,Stray,Normal,Female,365,1,"(-0.001, 2.5]",11/6/2013,11,6,2013,2,12,11/30/2013,11,30,2013,Saturday,417,1.14,"(-0.001, 2.5]",24,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
71124,A646733,Mix,pit bull,terrier,Y,Other,Public Assist,Injured,Male,730,2,"(-0.001, 2.5]",2/27/2014,2,27,2014,3,10,4/19/2014,4,19,2014,Saturday,811,2.22,"(-0.001, 2.5]",51,Success,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
130059,A647854,Mix,chihuahua ,toy,N,Tan/Tan Mix,Stray,Normal,Male,341,0.93,"(-0.001, 2.5]",12/18/2013,12,18,2013,2,13,12/23/2013,12,23,2013,Monday,353,0.97,"(-0.001, 2.5]",4,Success,78758,44072,4747,9.28,19577,43537,23014,21058,6267,12480,1690,6744,2167,169,200,25073,4810,467,2911,29,9196,1586
32183,A647962,Purebred,herding,working-herding,N,Red/Other,Owner Surrender,Normal,Male,2555,7,"(5.0, 7.5]",6/29/2017,6,29,2017,3,14,7/5/2017,7,5,2017,Wednesday,2694,7.38,"(5.0, 7.5]",5,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
57210,A648134,Mix,retriever,sporting,N,Black/White,Stray,Injured,Female,365,1,"(-0.001, 2.5]",10/3/2013,10,3,2013,3,14,11/9/2013,11,9,2013,Saturday,566,1.55,"(-0.001, 2.5]",36,Success,78702,21334,4268,5,9032,36197,10887,10447,4304,5391,323,3205,1002,178,174,11323,3715,334,228,5,4985,744
42264,A648508,Purebred,hound,hound,N,Brown/Other,Stray,Normal,Male,1460,4,"(2.5, 5.0]",10/11/2017,10,11,2017,2,18,10/15/2017,10,15,2017,Sunday,1814,4.97,"(2.5, 5.0]",4,Success,78731,24614,2865,8.59,12984,75269,12014,12600,295,3570,688,7528,3747,1642,1052,21368,333,67,1928,9,357,552
18903,A648630,Mix,guardian,working,N,White/Other,Stray,Normal,Male,1095,3,"(2.5, 5.0]",1/6/2016,1,6,2016,2,15,1/18/2016,1,18,2016,Monday,1127,3.09,"(2.5, 5.0]",11,Success,78704,42117,4838,8.7,23575,50930,21261,20856,2025,9089,1546,11110,3834,1584,759,33444,1559,366,786,15,4472,1475
30968,A649271,Mix,chihuahua ,toy,N,Black/Other,Stray,Normal,Male,1095,3,"(2.5, 5.0]",3/27/2015,3,27,2015,4,12,4/5/2015,4,5,2015,Sunday,1119,3.07,"(2.5, 5.0]",9,Success,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
6751,A649365,Mix,pit bull,terrier,Y,Black/White,Stray,Normal,Male,1825,5,"(2.5, 5.0]",11/21/2016,11,21,2016,0,13,5/4/2014,5,4,2014,Sunday,963,2.64,"(2.5, 5.0]",-931,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
14716,A650188,Purebred,working,working,N,Brown/Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",3/4/2014,3,4,2014,1,16,3/11/2014,3,11,2014,Tuesday,471,1.29,"(-0.001, 2.5]",7,Success,78721,11425,3077,3.71,4153,33798,5572,5853,2512,3484,249,783,187,38,19,4303,3976,176,79,4,2545,342
74148,A650908,Purebred,working,working,N,Brown/Other,Stray,Other,Female,365,1,"(-0.001, 2.5]",1/23/2014,1,23,2014,3,8,7/17/2014,7,17,2014,Thursday,682,1.87,"(-0.001, 2.5]",175,Success,78759,38891,2794,13.92,20640,66828,19048,19843,892,8389,1484,11325,5109,1497,1299,31364,1210,139,4092,25,1030,1031
117723,A651286,Mix,pit bull,terrier,Y,White/Other,Stray,Normal,Female,1095,3,"(2.5, 5.0]",11/24/2014,11,24,2014,0,16,11/30/2014,11,30,2014,Sunday,1149,3.15,"(2.5, 5.0]",6,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
21073,A651386,Mix,chihuahua ,toy,N,Red/Other,Stray,Normal,Male,2920,8,"(7.5, 10.0]",10/16/2015,10,16,2015,4,13,11/10/2015,11,10,2015,Tuesday,3137,8.59,"(7.5, 10.0]",25,Success,78752,18064,5403,3.34,7944,34716,9778,8286,3976,4429,493,2095,807,88,120,10787,2124,334,333,10,3781,695
42057,A652187,Mix,herding,working-herding,N,White/Black or Brown,Public Assist,Normal,Male,2555,7,"(5.0, 7.5]",12/10/2017,12,10,2017,6,18,1/13/2018,1,13,2018,Saturday,2824,7.74,"(7.5, 10.0]",33,Success,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
50590,A652387,Purebred,herding,working-herding,Y,Tan/White,Stray,Normal,Male,1825,5,"(2.5, 5.0]",10/17/2013,10,17,2013,3,12,11/14/2013,11,14,2013,Thursday,2030,5.56,"(5.0, 7.5]",28,Success,78727,26689,3112,8.58,12984,69570,13304,13385,1046,7241,1212,7164,2317,353,426,18493,2115,168,3661,14,1390,848
86597,A652793,Purebred,toy,toy,N,White,Stray,Other,Male,1095,3,"(2.5, 5.0]",6/25/2014,6,25,2014,2,15,8/11/2014,8,11,2014,Monday,1200,3.29,"(2.5, 5.0]",47,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
8935,A653703,Purebred,toy,toy,N,Tan/Tan Mix,Stray,Normal,Male,1825,5,"(2.5, 5.0]",10/2/2013,10,2,2013,2,16,10/17/2013,10,17,2013,Thursday,1987,5.44,"(5.0, 7.5]",14,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
119973,A654649,Purebred,guardian,working,N,Black/Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",11/27/2013,11,27,2013,2,14,12/6/2013,12,6,2013,Friday,562,1.54,"(-0.001, 2.5]",9,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
126280,A655811,Mix,nonsporting,nonsporting,N,Black/Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",6/26/2014,6,26,2014,3,6,6/30/2014,6,30,2014,Monday,632,1.73,"(-0.001, 2.5]",4,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
110512,A656202,Purebred,chihuahua ,toy,N,Tan/Tan Mix,Stray,Normal,Female,1825,5,"(2.5, 5.0]",2/15/2017,2,15,2017,2,12,2/22/2017,2,22,2017,Wednesday,2082,5.7,"(5.0, 7.5]",6,Success,78758,44072,4747,9.28,19577,43537,23014,21058,6267,12480,1690,6744,2167,169,200,25073,4810,467,2911,29,9196,1586
21672,A657251,Purebred,herding,working-herding,N,Brown/Other,Owner Surrender,Normal,Female,1095,3,"(2.5, 5.0]",2/27/2017,2,27,2017,0,12,3/6/2017,3,6,2017,Monday,1442,3.95,"(2.5, 5.0]",7,Success,78758,44072,4747,9.28,19577,43537,23014,21058,6267,12480,1690,6744,2167,169,200,25073,4810,467,2911,29,9196,1586
80879,A657596,Purebred,retriever,sporting,N,Brindle,Stray,Normal,Female,730,2,"(-0.001, 2.5]",11/21/2015,11,21,2015,5,15,12/2/2015,12,2,2015,Wednesday,969,2.65,"(2.5, 5.0]",11,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
125415,A657905,Purebred,guardian,working,N,Brown/Other,Public Assist,Normal,Female,730,2,"(-0.001, 2.5]",4/16/2014,4,16,2014,2,15,11/23/2014,11,23,2014,Sunday,1239,3.39,"(2.5, 5.0]",221,Success,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
116311,A658338,Mix,chihuahua ,toy,N,Brown/White,Owner Surrender,Normal,Male,2190,6,"(5.0, 7.5]",4/5/2017,4,5,2017,2,10,4/8/2017,4,8,2017,Saturday,2465,6.75,"(5.0, 7.5]",3,Success,78747,14808,623,23.78,5491,61599,7345,7463,1556,5071,584,2354,406,133,118,9664,1052,183,351,12,2998,548
47757,A658658,Mix,chihuahua ,toy,N,White/Black or Brown,Stray,Normal,Female,1095,3,"(2.5, 5.0]",5/1/2015,5,1,2015,4,14,5/5/2015,5,5,2015,Tuesday,1393,3.82,"(2.5, 5.0]",3,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
104831,A659085,Mix,pit bull,terrier,Y,Brindle,Stray,Normal,Male,2555,7,"(5.0, 7.5]",11/4/2015,11,4,2015,2,18,7/22/2016,7,22,2016,Friday,2925,8.01,"(7.5, 10.0]",260,Success,78702,21334,4268,5,9032,36197,10887,10447,4304,5391,323,3205,1002,178,174,11323,3715,334,228,5,4985,744
16504,A659115,Mix,pit bull,terrier,Y,Brindle,Stray,Normal,Female,1460,4,"(2.5, 5.0]",10/17/2015,10,17,2015,5,15,10/12/2013,10,12,2013,Saturday,816,2.24,"(-0.001, 2.5]",-734,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
83169,A659563,Mix,hound,hound,N,Black/White,Stray,Normal,Female,730,2,"(-0.001, 2.5]",11/23/2013,11,23,2013,5,14,12/4/2013,12,4,2013,Wednesday,862,2.36,"(-0.001, 2.5]",11,Success,78702,21334,4268,5,9032,36197,10887,10447,4304,5391,323,3205,1002,178,174,11323,3715,334,228,5,4985,744
83402,A659891,Mix,chihuahua ,toy,N,Black/White,Stray,Normal,Male,730,2,"(-0.001, 2.5]",8/11/2015,8,11,2015,1,11,8/16/2015,8,16,2015,Sunday,807,2.21,"(-0.001, 2.5]",5,Success,78752,18064,5403,3.34,7944,34716,9778,8286,3976,4429,493,2095,807,88,120,10787,2124,334,333,10,3781,695
60880,A660641,Mix,guardian,working,N,Other,Owner Surrender,Normal,Male,186,0.51,"(-0.001, 2.5]",10/26/2013,10,26,2013,5,14,10/31/2013,10,31,2013,Thursday,205,0.56,"(-0.001, 2.5]",5,Success,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
14396,A661030,Purebred,terrier,terrier,N,Other,Stray,Normal,Male,186,0.51,"(-0.001, 2.5]",10/26/2013,10,26,2013,5,12,10/31/2013,10,31,2013,Thursday,201,0.55,"(-0.001, 2.5]",5,Success,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
4975,A661313,Mix,pit bull,terrier,Y,Brindle,Stray,Normal,Female,365,1,"(-0.001, 2.5]",8/18/2014,8,18,2014,0,22,9/12/2014,9,12,2014,Friday,542,1.48,"(-0.001, 2.5]",24,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
139820,A661414,Mix,toy,toy,N,Black/Other,Stray,Normal,Female,155,0.42,"(-0.001, 2.5]",1/8/2014,1,8,2014,2,13,1/13/2014,1,13,2014,Monday,187,0.51,"(-0.001, 2.5]",5,Success,78719,1764,95,18.65,586,38305,908,856,525,461,20,76,48,0,0,1008,62,31,10,0,611,42
124825,A662101,Purebred,working,working,N,Brindle,Public Assist,Injured,Male,2920,8,"(7.5, 10.0]",4/30/2019,4,30,2019,1,13,6/2/2020,6,2,2020,Tuesday,3635,9.96,"(7.5, 10.0]",399,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
53819,A662273,Mix,pit bull,terrier,Y,Brown/White,Stray,Normal,Female,1825,5,"(2.5, 5.0]",12/29/2016,12,29,2016,3,16,12/21/2013,12,21,2013,Saturday,842,2.31,"(-0.001, 2.5]",-1104,Success,78751,14385,6001,2.4,8375,39032,7766,6619,240,2381,438,3468,1893,277,488,11762,432,70,895,8,730,488
71995,A662319,Mix,Malinois/German Shepherd,working-herding,N,Black/Other,Owner Surrender,Normal,Female,730,2,"(-0.001, 2.5]",11/1/2013,11,1,2013,4,13,11/10/2013,11,10,2013,Sunday,800,2.19,"(-0.001, 2.5]",9,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
24153,A662975,Mix,chihuahua ,toy,N,Tan/White,Stray,Normal,Female,1460,4,"(2.5, 5.0]",10/8/2015,10,8,2015,3,10,10/18/2015,10,18,2015,Sunday,1499,4.11,"(2.5, 5.0]",10,Success,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
124479,A663004,Purebred,nonsporting,nonsporting,N,Black/White,Owner Surrender,Normal,Female,248,0.68,"(-0.001, 2.5]",10/4/2013,10,4,2013,4,14,10/2/2013,10,2,2013,Wednesday,261,0.72,"(-0.001, 2.5]",-1,Success,78660,68789,1519,45.3,23950,76007,33565,35224,4517,20539,4886,11731,4151,282,402,42256,10731,452,5723,85,6942,2600
54763,A664286,Mix,chihuahua ,toy,N,White/Black or Brown,Stray,Normal,Female,730,2,"(-0.001, 2.5]",10/1/2013,10,1,2013,1,15,10/7/2013,10,7,2013,Monday,737,2.02,"(-0.001, 2.5]",6,Success,78653,16375,156,104.97,5532,59763,8141,8234,1974,4831,778,1744,391,145,42,9143,3320,140,312,17,2782,661
23817,A664341,Mix,terrier,terrier,N,White/Other,Stray,Normal,Female,730,2,"(-0.001, 2.5]",10/2/2013,10,2,2013,2,11,10/13/2013,10,13,2013,Sunday,742,2.03,"(-0.001, 2.5]",11,Success,78653,16375,156,104.97,5532,59763,8141,8234,1974,4831,778,1744,391,145,42,9143,3320,140,312,17,2782,661
5532,A664353,Purebred,Malinois/German Shepherd,working-herding,N,White,Stray,Normal,Male,730,2,"(-0.001, 2.5]",10/2/2013,10,2,2013,2,13,10/14/2013,10,14,2013,Monday,743,2.04,"(-0.001, 2.5]",12,Success,78752,18064,5403,3.34,7944,34716,9778,8286,3976,4429,493,2095,807,88,120,10787,2124,334,333,10,3781,695
67667,A664425,Mix,chihuahua ,toy,N,White/Other,Public Assist,Normal,Male,31,0.08,"(-0.001, 2.5]",10/3/2013,10,3,2013,3,10,10/9/2013,10,9,2013,Wednesday,67,0.18,"(-0.001, 2.5]",6,Success,78721,11425,3077,3.71,4153,33798,5572,5853,2512,3484,249,783,187,38,19,4303,3976,176,79,4,2545,342
32108,A664427,Mix,pointer,sporting,N,Red/Other,Stray,Normal,Female,93,0.25,"(-0.001, 2.5]",10/8/2013,10,8,2013,1,11,10/13/2013,10,13,2013,Sunday,100,0.27,"(-0.001, 2.5]",5,Success,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
